6376930,7271863,9017658,16407734
4033296,5582094,7940610,13569194
3392987,4653605,4879289,8043650
2134254,3377911,4551206,10710678
2579428,3362860,4253301,4933231
2098202,2910173,3539237,8312700
1699561,2296177,2812986,3481504
450192,2231519,2484206,2052580
806578,2218521,2241645,3917677
1695096,2075979,3614293,5481105
1383370,1886631,2538092,3624234
855226,1792459,1927336,2558382
1111496,1642698,2393993,4339240
994618,1530419,1841352,3044549
1273943,1304458,2225609,2948945
502358,1304458,2225609,2948945
736978,1179837,1472369,2087759
843669,1144081,1922283,2632671
751527,1112547,1378222,1389660
894988,1097388,1330391,1434447
857877,1089353,1810596,2720972
644600,1067960,1347320,1529719
587883,1050799,1116028,2848208
705734,1027030,1289007,1428937
587855,1021245,1529495,2501024
742655,1019994,1399818,2451319
570509,958734,1395739,2124435
667051,955854,1283900,2122873
580383,923502,1243989,1818628
430111,919178,1324949,1935553
627617,910956,1212111,1652616
584930,908838,1148650,1432575
605572,906449,1394475,1953652
306179,770165,1050198,1329734
470047,749226,998186,1425766
386276,722803,804013,1053616
436003,720842,914220,1392707
492118,709198,888314,943774
460332,676069,803999,814016
342299,666489,756772,1659075
322500,657664,740622,1233775
393237,640987,773356,910782
354418,629397,1239952,1357228
147805,621722,765704,1380300
135219,621463,835997,1344709
324691,588383,980939,1464560
411153,583645,710362,785561
255470,553168,907138,1236933
301269,541743,857596,1406955
325084,524033,820440,1270112
213020,519760,653458,854466
257085,516880,751311,1043458
132335,515795,776628,1308176
271697,513696,556738,1583387
311640,503070,638388,694640
298725,497903,672087,807194
374683,497058,666078,776628
336028,481281,618606,684190
336028,481281,618606,684190
277816,470692,702198,1081845
280946,456219,533258,641259
343499,438675,530277,872361
153684,418996,617367,879051
221486,417563,559042,775941
224091,416484,563362,902496
92559,414373,732801,925591
265870,406716,446162,809399
190380,404393,528085,653722
258735,399868,949240,1567499
130384,386310,541679,655317
204292,385974,587108,651570
120937,378906,637430,1025957
219199,376790,534381,707783
225857,370122,524441,630208
153109,369986,1741731,3870036
159140,362804,521190,674387
116969,361877,372216,909698
192098,360068,522428,768992
111206,352509,559683,1050522
190740,343996,507459,837102
103839,342205,571731,871274
233841,342139,491934,1982449
157662,339949,705844,832273
88574,339687,495594,742862
77189,333252,1237432,1434251
155118,325491,488153,764424
111671,325039,460734,712738
174442,321802,495277,695663
201292,314443,484990,741195
163930,312464,468587,718229
451495,289872,257705,1806874
88768,289146,505405,871388
157141,284024,452944,1294598
160309,282087,419871,711993
64665,277698,903488,1483941
75120,273023,735169,937761
96425,267116,540037,823213
75553,262840,529843,912993
130164,262576,474732,788844
121746,258900,345035,769645
42864,251342,278821,691694
123312,198395,374542,757640
106144,195679,366635,1089507
82876,187831,505985,865807
58433,177993,161990,987912
93290,172557,210233,1533141
94698,156104,266804,1200809
37887,151921,975512,7008831
114108,151284,533799,1771920
135960,150787,248388,631562
87642,149201,183395,833353
38089,140951,532715,644301
125404,125404,626480,1175386
95674,88443,256678,759262
17887,80253,228293,696638
15751,73154,526733,696158
22456,68868,331065,833908
165258,233842,293404,633118
132066,142765,179128,633570
77162,165120,207178,675727
34607,93082,116791,646327
