5952080,9611926,12143816,17144995,22424729
5283105,9555610,11444058,15979365,17251493
4918815,9572124,11348168,14697085,16743028
2186588,4101904,6248376,7907589,9933080
2832985,4948910,5733455,6925294,8731844
2167278,4216647,4625257,5850084,8592776
2277797,3721380,4381890,5913737,7430649
2419659,3609028,3774967,4552326,5653127
2472627,3057057,4692757,5374130,5536683
1172404,1809061,2294287,3866067,5308230
891112,1481795,1547884,2816053,4527057
1665072,2687722,3316694,3947441,4466458
493707,1429743,1689784,1922808,3171332
1230104,1533390,1704445,2293644,2949426
1416162,2032467,2180358,2715555,2918971
819057,1302963,1718399,2193592,2604992
325488,359574,600597,2026179,2434151
706888,1129133,1401398,1653282,2209425
1100012,1418923,1437561,1925800,2085106
531834,814778,1169380,1449665,1804713
474487,840057,1111337,1506476,1802296
593374,912883,1062771,1458416,1795648
576867,1025415,1190303,1383128,1777316
361157,1060300,1141412,1386359,1731713
859089,1160775,1427153,1483478,1704642
408417,685049,889016,1313556,1662834
501669,646452,808682,1132337,1546780
760275,1002454,1157356,1233786,1451726
559993,817809,866723,1173480,1415593
487600,818000,1139600,1385500,1408987
538544,1140779,1220814,1175661,1378128
463767,594794,792974,1012863,1340789
198631,551894,691174,909681,1229354
133030,247486,271822,608898,1226786
25415,47250,55427,1074814,1224690
520778,889142,968851,1112574,1219382
701034,972667,1189823,1307661,1216113
574030,890709,983286,1104336,1190837
416356,797047,1042273,1067055,1179591
434153,640205,698334,855668,1178250
310727,503740,645948,831755,1177600
410846,566472,762005,892183,1138820
393058,649670,734010,885835,1137232
374761,641383,841057,980449,1136974
412619,649052,744804,912921,1136842
396762,524337,687506,896589,1122636
341865,489779,598742,747983,1092527
215409,439566,603180,854220,1024820
416468,643915,645872,792560,1003958
299332,475665,550420,728313,1001365
325351,483119,592200,816908,982841
254077,436248,561905,846198,981453
300773,537094,604215,872478,951118
342620,527108,648298,786195,943857
256605,543320,682758,913010,939645
244103,390609,426937,584351,931862
567610,677970,686636,811930,925387
162665,357895,603180,646555,896525
353412,537438,718427,774228,880035
98590,116237,217847,678417,849078
242070,340225,378490,611897,822600
276475,398847,535585,679448,813262
282978,445500,561221,628807,790296
169065,241218,280561,357295,764449
213923,330612,416867,523993,733791
291447,492066,559060,672938,716967
202505,276724,307155,598354,709866
226350,411431,444025,568400,691021
133767,248386,262087,569927,672644
350802,468082,535450,660682,671048
207479,406171,419418,533876,655392
255703,440398,488133,546379,651967
270453,466850,486354,598497,651327
305198,398127,470374,564138,650613
205231,394675,421576,549510,646801
192482,389901,427832,545167,633790
200625,338880,379868,306982,627107
155928,254171,303863,481814,614895
274188,415141,446321,542176,614510
172733,294601,383421,475655,590711
232652,405498,423031,515235,581448
209725,415448,432885,503608,580172
143482,247963,272698,487639,579100
241044,378559,406259,500505,570496
186012,297985,337842,481026,569110
132735,272814,370798,460067,565354
226107,375800,408026,478550,559012
246730,367587,408511,484760,551560
197250,278499,319400,462455,550564
233161,362994,411214,465280,549238
189235,245158,256317,421222,542636
214535,286046,310920,430265,532031
266608,396329,401074,539889,531854
100723,130882,155260,444913,523004
199394,303819,338450,431917,517227
143514,231195,242712,500519,517003
142012,278454,362633,431162,515215
319363,577506,405569,482548,511858
173450,284450,305257,424480,506491
118484,300863,318767,422359,505689
205357,365638,384370,455577,502583
162669,257034,280770,394725,500984
226447,319793,445126,439787,484785
144990,201612,212508,410650,469734
83702,232505,242193,368618,460468
165975,257001,267733,363390,457100
165001,283597,302609,395120,450098
194275,312498,343635,386197,446371
202359,298474,318997,406883,443872
161765,289617,293304,371325,441803
120964,220369,270363,344391,433749
127847,228096,297790,377914,433157
244456,433116,466500,451312,431661
190522,261972,272753,352101,427380
133042,201579,245391,316766,409644
147358,223769,289389,360316,407117
158018,246721,258811,354733,404453
207269,370972,422764,368893,398693
147420,189548,202372,305910,396769
190175,245085,285489,361516,396639
144180,278055,299759,354755,395961
93292,211180,240682,323502,391906
162611,264023,280685,338275,388345
173268,244952,276579,351910,385350
134286,229979,275579,336169,382790
158631,208751,220151,323717,382611
