7186148,9061219,10480741,11625098,13028998,14425208
3266874,3983679,4568107,5005419,4661219,4848742
1115549,1661009,2188695,2663763,2688169,2862217
1037834,1578798,2014625,2437877,2526372,2601360
871871,1144085,1422512,1596550,1757815,1937300
515975,916949,1275798,1612472,1716780,1850399
1256441,1594859,1825479,1954795,1795488,1723120
972987,1299400,1491498,1661119,1627866,1687247
1034281,1318070,1543164,1710411,1564327,1546603
864100,1130900,1327100,1498000,1432928,1496136
1234109,1461824,1621354,1722085,1568821,1491507
464322,746301,934389,1165561,1195638,1413182
688569,1000800,1186911,1323553,1397346,1396940
954915,1222508,1422972,1577990,1430723,1356913
951859,1126889,1264863,1377316,1303838,1330245
901600,1187900,1367300,1408157,1323936,1328211
775603,1006832,1148838,1268176,1281241,1313825
772542,1006552,1201966,1427941,1197447,1251500
680200,896100,1054200,1144600,1213717,1243691
529039,818784,1114336,1342907,1225815,1243000
581100,832563,1031768,1170398,1156849,1153971
675418,928928,1097449,1180221,1091342,1082099
689968,910441,1044421,1114710,1099126,1074596
546900,770900,969300,1082100,1042437,1062300
423497,680637,845519,987708,981983,1047312
688231,913325,1063480,1158428,1064657,1043459
169935,253118,317449,410467,727286,1034543
470672,711104,851677,971439,942327,980581
895515,1002538,1027967,1103523,973626,924307
239428,452328,569912,650578,835978,872848
237350,405397,533874,658174,739231,796000
359119,528799,640387,697023,731969,789741
451137,657890,780745,883909,814473,780733
121106,309002,554137,685424,763714,775074
417872,568403,685817,812356,755054,760391
148265,234700,312475,386985,584307,758892
372968,556824,684366,803535,734928,733964
531485,813206,929550,1001198,705378,732973
581939,733694,851726,934805,768947,730109
216005,356382,479604,727123,663671,7e+05
344438,500098,596582,672493,679307,682529
431185,625945,696304,758216,705866,670397
213422,368462,486213,651289,663574,640205
378900,480900,590400,673800,641124,635185
285300,422400,548700,635100,632140,628116
479935,652797,713263,735350,658671,620830
102276,179514,233638,277365,419771,613006
153241,247064,321535,392977,413332,603499
123467,175267,257046,414100,522579,603126
407100,517300,597000,633000,613088,591486
150200,268500,359000,481914,516059,581758
104400,255000,392900,534400,566478,577758
322700,436000,527800,600600,583072,577668
242853,385150,499280,606831,565300,571706
346779,453996,539359,590907,560938,561526
206987,349752,460490,530442,553592,554922
151328,216478,297989,399405,488114,554539
267300,344300,458700,546500,549361,546987
224300,367500,471100,533300,540710,543440
248800,338400,420700,502000,487838,522940
295800,410500,461000,509200,504501,520662
255500,373700,482900,542600,518025,517137
19100,37900,301400,500300,509870,513242
260551,372321,451741,522343,512827,501183
168270,272253,382785,500846,478912,487200
291426,425750,512612,529724,500766,480129
278379,370073,436972,499530,480411,473668
285667,395405,482558,521510,484077,458156
192670,302811,357065,401154,424975,450491
206000,300600,360700,409200,440916,443924
67415,131968,190131,287708,375781,443835
355500,441900,489600,508000,460482,438685
397200,444600,473600,515600,469427,433932
218300,330600,408200,467400,447030,429514
531349,556489,552663,562443,482366,428911
345108,432799,494749,514679,462494,428750
66112,96383,140182,167394,298979,427252
206866,281140,521859,416331,416476,418166
204700,284200,375300,424200,412442,414595
311100,364200,406100,440300,418545,408401
154675,216554,300414,373120,391032,407452
175200,253600,304290,367695,375417,404357
261000,345100,411500,450900,408903,403726
281714,362706,429727,482037,398434,399340
141000,198300,258200,318300,354867,398266
272600,376800,432800,466100,399434,389328
271140,370436,455095,560912,418642,382344
72300,151300,245785,311127,352362,373025
121854,211572,314446,374304,357302,369214
216837,310703,379732,435269,388513,361992
199037,264410,320758,367270,366449,360337
121712,202314,290361,359188,361635,359596
148033,239109,311429,368565,352466,351964
148300,230804,296605,350004,341719,351231
96680,149914,190569,253532,251085,345687
153900,237937,304850,366343,327572,345598
115900,231700,312100,363100,354656,344954
131016,224000,287400,336500,328809,343285
90357,145717,226525,283588,314760,340033
230700,308700,341300,376800,357278,337936
145700,243900,309900,355500,345515,333640
72943,132471,194775,270535,309452,332870
152962,234974,312432,349250,345409,329849
164400,243759,289087,311460,330182,328410
160023,230620,299247,341500,325137,326863
134200,210900,265000,311400,334751,325185
171800,241400,302600,365800,316643,323964
159275,204457,270476,322231,325748,323053
113346,187164,263793,306715,328795,320634
157995,271102,330941,368486,339956,317360
90096,187070,272895,330748,292044,317289
116122,189512,231901,278006,300891,315900
73614,121629,177249,258016,229712,312779
92400,188300,265900,310500,311869,312311
197700,263100,307900,343100,327712,312308
0.1,34000,107300,247800,285027,306703
