3781446,5924615,12588725,15444981,17878703,19672582
3307163,4251918,8758420,9796649,10869255,11838752
683908,1235030,2973102,3910097,4819288,5413627
649453,1007195,2193387,3097459,3797499,4473002
641173,885545,2231392,3026819,3718778,3960068
130796,535079,1176935,1601094,2952276,3710543
507108,857980,1699390,2460827,3056769,3610379
797234,1060701,2313216,2840142,3255288,3586441
361309,609026,1532329,2101681,2768394,3168980
217219,375864,664559,847595,2338148,2798477
155013,326864,717526,922222,1743297,2173006
169357,311622,633392,1011501,1405835,2106866
389538,633374,1045533,1434634,1838763,2100319
85242,133019,207747,258777,1438596,1685384
262997,345630,416681,428923,1476820,1663082
162537,264379,416898,606887,1124669,1350840
159628,265486,449432,696371,870028,1327881
168055,263670,399298,629041,1040638,1210869
155117,221546,329942,497600,597934,1198675
144799,220487,377774,599272,715360,1151088
70687,126058,235812,346332,906982,1094570
98520,138337,187871,254941,816315,1012831
57860,100860,212984,402813,483346,834060
74249,140233,291777,526126,663621,787204
134821,228101,301711,390100,678032,764258
67092,100275,157258,211862,558165,689909
207445,195303,247820,326307,355331,687135
35517,61252,104300,175406,218538,686530
76994,148342,287513,442370,539313,627544
104131,121334,168239,240292,517490,612617
145267,212879,318496,436682,504923,605114
56657,94287,136179,164921,186466,601251
87581,124706,240961,367061,501214,600285
136271,175677,269830,379006,493468,586311
114162,183670,293131,402341,461534,570937
67513,96047,135616,173566,212133,564557
139747,187290,291504,406447,480949,556756
62650,81452,101379,146162,170420,550243
55515,63139,86460,119631,147494,532830
181389,238510,307525,385996,456796,517872
46905,86097,137451,169579,283308,499116
292292,318806,348461,389109,406989,463545
102702,144871,220566,290925,360419,435482
51049,84048,133898,287534,334661,426558
82119,122134,188601,283761,358523,408435
51981,49865,83768,122889,146967,403458
117932,169076,258808,289269,323397,370251
115403,152505,214295,283833,329158,364872
131337,116486,177308,250062,306947,361971
63268,66876,75237,95058,88470,356790
121027,128728,129685,151100,157682,350607
39331,80827,220095,276502,230566,345878
92099,131936,186644,261112,316064,344039
49075,83977,117103,187169,253059,335796
68016,105029,180015,239378,288085,335032
178265,207869,259950,291100,323158,327778
66702,93638,148997,233098,287737,318785
106231,142653,172532,213697,253634,314951
90889,126940,186647,233984,273616,311697
141835,125573,170624,225091,262494,306374
150300,189140,242009,255468,286537,296044
87581,124490,199203,211824,252051,296000
91211,135215,191950,265062,262538,294774
39598,89981,163459,192990,245369,286172
26168,36464,67047,144249,200568,284258
77307,110585,169265,206965,244165,278724
59824,90963,150558,207770,249046,276010
120602,162020,196115,230524,247131,263594
120975,156609,181579,217592,243611,261027
57690,97245,145989,192267,213841,259886
88740,125295,183641,220305,242063,257996
28212,33966,136321,190123,258543,256081
20075,24474,59915,123668,168020,233462
61287,85425,119542,158221,192998,221936
89198,98176,121774,161149,197342,216684
41405,66585,100628,144014,184871,214071
52840,80344,117330,151462,183962,213076
34860,61216,115732,163869,191291,211308
81600,100438,128109,166731,182471,208725
71270,105707,136846,165484,189186,207625
58805,65318,75851,100895,132461,206748
116967,112721,153342,185277,196675,204710
100378,116488,146115,172422,186544,197253
84955,79176,106493,135894,164949,196068
22554,62086,81366,126627,150227,195550
91564,100010,123699,143449,174879,189878
72511,102197,118026,127489,155276,188271
59843,78040,110212,138243,168218,186299
27441,44379,70955,84915,126828,186222
93179,93850,121156,147318,168458,184869
103274,107971,131454,223750,222127,184231
70145,90420,123370,167081,173418,182016
79777,108512,129304,159557,169254,181618
63814,101660,134741,172216,170753,177861
39823,55697,74694,96309,116552,176502
135816,369730,253827,207810,170063,175781
19717,37910,65251,102071,134496,173096
28773,40276,57861,85571,119247,169270
96947,110903,158587,159634,155161,167463
52318,73128,98705,120709,138081,163805
7713,9346,13688,67574,131679,160829
129271,88334,125507,145725,139756,155202
37027,49091,74204,107314,135366,154200
38198,57565,86972,110123,135627,152496
111801,100174,116868,144772,147202,151921
10622,37780,72069,103315,113143,150520
39142,48222,69562,102063,126026,147034
68469,63676,84048,108980,125031,146663
63496,79216,102181,127929,132282,145729
46428,63606,84384,105132,125559,144416
74455,77963,102174,116894,130095,142160
66418,92329,123168,119690,112617,141254
44584,57520,74545,99989,119152,141054
38825,62327,81974,107675,127339,140450
96693,76211,86121,102946,123881,138836
36971,20864,41462,92640,131849,137428
24398,42710,73549,107454,124228,137286
127447,133017,128827,140833,129424,134733
53536,56301,74011,94116,112104,131068
27208,38062,57364,81836,106776,130586
88993,80537,93203,106848,117609,130540
113392,71623,87038,103341,117749,129392
43595,51954,64539,90761,108306,127370
46213,33108,46304,34661,95721,126770
23051,36838,57807,86336,111300,126614
66284,73898,86388,99954,114126,126325
