evolution$generation,evolution$evaluated,innovationWeight,innovationGravityDecay,innovationInnovationDecay,innovationMutationRate,innovationNewInnovationHierarchy,innovationEarlyAdoptersRate,innovationUtilityStd,innovationUtilityDistrib,ecoWeight,ecoSizeEffectOnDemand,ecoSizeEffectOnSupply,ecoGravityDecay,ecoWealthToPopulationExponent,ecoPopulationToWealthExponent,coevolWeight,coevolGamma,coevolGravityDecay,coevolNetworkGmax,coevolNetworkExponent,coevolNetworkThresholdQuantile,objective$gravityFlows,objective$oppAverageUtility,objective$averageDistance,objective$giniEconomicWealth,objective$oppWealth,gravityFlows,oppAverageUtility,giniEconomicWealth,averageDistance,oppWealth
200,39501,0.02894835512495471,1.090737450466626,0.5436081560918014,0.19726546355572522,0.5211635017953221,0.4298474595831095,1.9753048355076208,log-normal,0.04045167126916098,0.19093314472059458,0.7666765543205378,1.058680346229736,0.43062804552470535,0.5015179799036044,0.026183337022975584,1.2753427023319426,0.7306672434176195,0.036824975694559614,1.1657692125262336,0.7794157080349192,8.900210275038081E-4,-7.532643308922715,0.14180083094258752,0.8486848426456166,-2276.25873808413,8.900210275038081E-4,-7.532643308922715,0.8486848426456166,0.14180083094258752,-2276.25873808413
200,39501,0.047587375379009866,0.01,0.01,0.24190667120744325,2.0,0.8035200262791469,0.7,normal,0.04739053395023148,0.10031567118539328,2.0,1.1295463817848292,0.6315193875613648,0.4130292110435365,0.021907906061303977,1.6810144448920012,1.3688995146929033,0.049315137120259624,0.15181055924849196,0.7049562141430645,7.223741245195737E-4,-1.0130223941257797,0.05742957067637841,0.21484123622834211,-11983.706005574188,7.223741245195737E-4,-1.0130223941257797,0.21484123622834211,0.05742957067637841,-11983.706005574188
200,39501,0.046813168078818725,0.8879146044437655,0.4377915188337076,0.051400513923135445,1.8074110738925941,0.46034675018232263,0.9474137793301589,normal,0.049290079504768214,0.1,1.7223242323746752,0.6902823897709899,0.5309122794869988,1.9971924637298624,0.003792733812982352,0.814126931973961,0.01,0.01956613596786026,0.9541335303831717,0.9,9.043893489749038E-4,-1.0648441214522473,0.11881854620143137,0.9140197762219358,-12352.418079426432,9.043893489749038E-4,-1.0648441214522473,0.9140197762219358,0.11881854620143137,-12352.418079426432
200,39501,0.044305003689088227,0.16855759709836257,1.5,0.46221675288236086,0.18862779475401162,0.4581979142936311,0.7973070180052044,normal,0.012904165283073971,0.10679987930899368,1.49168059004791,0.16580095895808025,0.4581312082040774,1.6801390760721093,0.020134350980716812,0.4889870514656953,0.01,0.01418128940676413,0.7010032017851727,0.36569616240106917,1.306806705177315E-4,-1.8793785753283951,0.09290208793505406,0.9280640403621345,-9409.256069861487,1.306806705177315E-4,-1.8793785753283951,0.9280640403621345,0.09290208793505406,-9409.256069861487
200,39501,0.017744949870799647,0.49850047164659506,1.2930547616050883,0.3096877078273052,1.5151666652122242,0.5227951058373917,1.7514761491422404,normal,0.027631344622986144,0.10871781384531382,1.9712613807948072,0.35351410120052545,0.38303733009386565,0.1,0.0,1.0407980881800014,1.5,0.027726301916338215,0.1118126456105882,0.16806519226078728,9.90965128412795E-4,-1.7264386291536675,0.24151397496917826,0.027836829368967156,-9227.108284955004,9.90965128412795E-4,-1.7264386291536675,0.027836829368967156,0.24151397496917826,-9227.108284955004
200,39501,0.05,0.3903886075777134,0.01,0.1922803004337848,0.9370431662324753,0.9,0.8363302824663216,log-normal,0.05,0.1215366992725985,1.317261943347381,0.28910589542431225,1.1907550978496566,0.1,0.011111862830049682,1.9725145850640171,0.01,0.04548527690525778,2.0,0.1,7.519394037967557E-4,-0.8565797876632746,0.09061876478762382,0.0494549342395967,-9741.553725595091,7.519394037967557E-4,-0.8565797876632746,0.0494549342395967,0.09061876478762382,-9741.553725595091
200,39501,0.01917954677554934,1.1969133730119614,1.3113666934721233,0.2958397617754137,0.5669150319837781,0.42505955882392604,1.242476631573255,log-normal,0.04504314285556656,1.5378329491847034,0.26758312291609854,0.04746794672419637,0.6703429136749678,1.9744301090125,0.027225790568242716,1.9932728885989646,0.05291715870272112,0.045817219769906325,1.0389752052653203,0.24784706004622345,3.375030193386255E-4,-4.267804114735192,0.22174544703988738,0.9575619964761929,-6467.593337468855,3.375030193386255E-4,-4.267804114735192,0.9575619964761929,0.22174544703988738,-6467.593337468855
200,39501,0.024087633768623443,1.5,0.812573918886386,0.23561309623141835,0.1,0.7936877137800009,2.0,log-normal,0.04388826310594461,0.17645652816607402,1.180996827542778,1.5,0.1,0.23092170930735045,0.04868529735749691,0.12461408650165857,0.8943467389142715,0.05,0.4749665891477346,0.36441225653246956,8.083289057885589E-4,-5.7983120811512165,0.20643814696793958,0.5964225069143314,-3204.6872354783195,8.083289057885589E-4,-5.7983120811512165,0.5964225069143314,0.20643814696793958,-3204.6872354783195
200,39501,0.02945609329866571,0.7100305277716026,0.2877432923147794,0.2317492631276992,0.10637027882090569,0.46854208375796835,1.9997173395698529,log-normal,0.037355815990392116,0.11089152981786995,0.16868940766980361,0.8291634403082393,1.2690600241917036,0.6217833325194031,0.037635703738706734,1.939821550549957,0.828701443635905,0.04993885223704303,0.9847552398491597,0.2318375120145855,6.324930419117421E-4,-6.546220237614651,0.12931451465372684,0.8244731214270944,-3488.6968234506435,6.324930419117421E-4,-6.546220237614651,0.8244731214270944,0.12931451465372684,-3488.6968234506435
200,39501,0.031244241212862803,0.955547197236652,1.082400937274887,0.32675884064303756,0.1,0.33819982369585355,1.763222078009016,log-normal,0.04584420481902343,0.10568842372646337,0.1,0.17438865029248332,0.1,0.36615005676501633,0.05,0.6334933260750217,0.5339897962808263,0.020196191215538936,1.5350346585810233,0.2253328552696885,3.6483673269569736E-4,-6.064811322403974,0.16219419394146872,0.677932424108556,-3934.79341180154,3.6483673269569736E-4,-6.064811322403974,0.677932424108556,0.16219419394146872,-3934.79341180154
