evolution$generation,evolution$evaluated,innovationWeight,innovationGravityDecay,innovationInnovationDecay,innovationMutationRate,innovationNewInnovationHierarchy,innovationEarlyAdoptersRate,innovationUtilityStd,innovationUtilityDistrib,ecoWeight,ecoSizeEffectOnDemand,ecoSizeEffectOnSupply,ecoGravityDecay,ecoWealthToPopulationExponent,ecoPopulationToWealthExponent,coevolWeight,coevolGamma,coevolGravityDecay,coevolNetworkGmax,coevolNetworkExponent,coevolNetworkThresholdQuantile,objective$gravityFlows,objective$oppAverageUtility,objective$averageDistance,objective$giniEconomicWealth,objective$oppWealth,gravityFlows,oppAverageUtility,giniEconomicWealth,averageDistance,oppWealth
29500,29500,0.03982361794822144,0.35781149893297903,0.16527523498063373,0.1786898176046353,0.18801153554512123,0.506346723733001,1.3776936988677841,normal,0.04814339352642881,0.10033280706585637,1.8211879663873576,1.1787345967468896,0.6488716827266324,1.9869519487459244,0.0011417859871417277,0.1,1.3075640399799442,0.024348643951764535,0.839897747002044,0.5337751917391945,5.556730677628368E-4,-2.4212348149582015,0.10837441201285575,0.9112252531732449,-12881.989319233813,5.556730677628368E-4,-2.4212348149582015,0.9112252531732449,0.10837441201285575,-12881.989319233813
29500,29500,0.022205291702778865,0.45003333745520546,0.08750025234004041,0.2546661131054328,2.0,0.5898285567418579,1.2553633678284364,log-normal,0.02514751540540245,0.1116556075315754,1.886024659833113,1.0260328438452164,0.11511779850570691,0.1,0.0023130363608339366,1.6119628923714557,1.009275567308404,0.01771709912525012,0.3310102634561696,0.14244096445745685,0.0013082929751295177,-0.9390805727464809,0.16747494435863308,0.030695755998368525,-9746.530797051597,0.0013082929751295177,-0.9390805727464809,0.030695755998368525,0.16747494435863308,-9746.530797051597
29500,29500,0.018195610468159287,0.31290033288957286,0.032715690932945955,0.22120992050660032,1.748554060434217,0.6526381418988884,1.2506589934139294,normal,0.017566554268227962,0.1,1.950321910779632,1.4037150646666048,0.13101304624905583,0.1,0.0023496006451628566,1.2540745244901088,0.9018337664026709,0.009934056092813595,0.3868170041047222,0.12370458863400692,9.457689638701758E-4,-1.6192528517499363,0.19337194675886338,0.027457047828581743,-8970.695567311528,9.457689638701758E-4,-1.6192528517499363,0.027457047828581743,0.19337194675886338,-8970.695567311528
29500,29500,0.05,0.01,0.8529128816468348,0.34529936138532397,0.21515266690621287,0.05923652321453657,1.5427610032490207,log-normal,0.029535948426261633,0.10183843713777967,0.12239679491201207,1.1776019771438668,0.1,1.2710911036037589,0.05,1.9298225516201577,0.2947342182689509,0.03657483115718855,1.9974812399319601,0.40545757940652993,4.694325708055195E-4,-3.649723518506486,0.05217688027936579,0.9155376620266893,-6289.725291840976,4.694325708055195E-4,-3.649723518506486,0.9155376620266893,0.05217688027936579,-6289.725291840976
29500,29500,0.0499814092337491,0.027557941924847326,1.340736914522872,0.3842865144052783,0.12565959646826938,0.15622095067004377,2.0,log-normal,0.01698603687700849,0.1,0.2578985587821986,0.9082297001603923,0.2947046152241333,0.8756463962146702,0.00618238488521447,1.6078822222380467,0.08321541332069926,0.04767837623159971,1.4057791425678758,0.38908678412690767,3.1763264437349075E-4,-10.336242063275726,0.07617336367631863,0.9064903810201648,-3167.260912749274,3.1763264437349075E-4,-10.336242063275726,0.9064903810201648,0.07617336367631863,-3167.260912749274
29500,29500,0.0,0.010419204583247478,0.010180472889683639,0.45523895222145244,0.20471056534384147,0.7274359108310381,1.6072188779285854,normal,0.02223350007112309,0.1,0.6007001981918096,0.01,0.3754486107758044,1.4106591132977087,0.008692014583557365,0.10192955326344084,0.01069694415294873,0.043018579547059635,1.5803814781846712,0.5261169708311042,1.2433481801307297E-5,-2.772019874981425,0.5263311317079177,0.9283381743549856,-6655.306773432514,1.2433481801307297E-5,-2.772019874981425,0.9283381743549856,0.5263311317079177,-6655.306773432514
29500,29500,0.04905876860517423,0.014451576884717267,0.9920078957495986,0.4909228653485699,0.1,0.010429749212404731,1.3495548972736358,normal,0.02333335142537723,0.100744782919487,0.3912472592888042,0.5545162205991601,1.389917982511607,0.4099566078608591,0.0194315350107412,0.12602809516203264,0.2509674082078346,0.0,1.6927252923562057,0.23336877855472496,1.7396404567197535E-4,-2.858934599739521,0.07147220313476617,0.8136030154686651,-2394.126306519168,1.7396404567197535E-4,-2.858934599739521,0.8136030154686651,0.07147220313476617,-2394.126306519168
29500,29500,0.048804007967860046,0.010958023118567655,0.7537113007621298,0.4822964208202643,0.10033763880758144,0.37357501450601377,1.9634635613229594,log-normal,0.029429935084431015,0.2917467751171149,0.3233676167117261,0.020186453804505154,0.13906499591703925,1.9996515918520001,0.021629668234242675,1.6720628310308256,0.15236369094445656,0.04738744719058052,0.27299191459943184,0.4304201233459508,1.4863209227088619E-4,-6.612184250784447,0.06772198919042219,0.9591864027403045,-5613.510456001607,1.4863209227088619E-4,-6.612184250784447,0.9591864027403045,0.06772198919042219,-5613.510456001607
29500,29500,0.047893044260826745,0.024578887133264487,1.2894784903624898,0.4593550748601907,0.10151428941013765,0.16997493110178938,2.0,log-normal,0.03822524724672561,0.11893589477336525,0.3267268796934559,0.9838735059675134,0.32733144693243066,0.9237604978074463,1.5174717608166917E-4,2.0,0.0399032884094679,0.042094517945025486,1.6982428388231436,0.294861476078015,2.5504841927537295E-4,-6.711391577903766,0.07287057984308548,0.861963236860136,-5405.882201229057,2.5504841927537295E-4,-6.711391577903766,0.861963236860136,0.07287057984308548,-5405.882201229057
29500,29500,0.04951100556762522,0.017432220363295538,1.4815746389640794,0.3977323826079282,0.10163697949121873,0.06399313721934478,1.8840051761937742,normal,0.02191511064295616,0.1002924106333385,0.15287357762513248,1.0653133528094956,0.1009167725132719,1.0369909921696183,0.0043237798463019814,1.7793888044022654,0.08663464832949136,0.05,1.6576716274463366,0.1,1.9333894539356789E-4,-3.6331124201210683,0.06344426183494942,0.9094065645262799,-4351.849718090797,1.9333894539356789E-4,-3.6331124201210683,0.9094065645262799,0.06344426183494942,-4351.849718090797
