evolution$generation,evolution$evaluated,innovationWeight,innovationGravityDecay,innovationInnovationDecay,innovationMutationRate,innovationNewInnovationHierarchy,innovationEarlyAdoptersRate,innovationUtilityStd,innovationUtilityDistrib,ecoWeight,ecoMultiplier,ecoSizeEffectOnDemand,ecoSizeEffectOnSupply,ecoGravityDecay,ecoWealthToPopulationExponent,ecoPopulationToWealthExponent,coevolWeight,coevolGamma,coevolGravityDecay,coevolNetworkGmax,coevolNetworkExponent,coevolNetworkThresholdQuantile,objective$avgLogPop1,objective$avgLogPop2,objective$avgLogPop3,objective$stdLogPop1,objective$stdLogPop2,objective$stdLogPop3,evolution$samples,evolution$generated,gravityFlows,avgLogPop2,oppAverageUtility,innovationNewInnovationHierarchy,giniEconomicWealth,innovationUtilityDistrib,avgLogPop3,averageDistance,innovationUtilityStd,ecoSizeEffectOnDemand,replication,coevolGravityDecay,stdLogPop2,ecoMultiplier,stdLogPop1,coevolGamma,coevolWeight,ecoWealthToPopulationExponent,ecoPopulationToWealthExponent,ecoSizeEffectOnSupply,innovationMutationRate,urbanSystem,ecoGravityDecay,coevolNetworkThresholdQuantile,stdLogPop3,coevolNetworkGmax,ecoWeight,innovationInnovationDecay,coevolNetworkExponent,avgLogPop1,innovationWeight,innovationEarlyAdoptersRate,oppWealth,innovationGravityDecay
336,336,0.004911242628686095,9862.033749443495,5332.090236194714,0.4818446104894205,0.28832745364150814,0.2034543288926569,1.2111034565629342,normal,0.007325207745896805,0.03113862963827205,2.823128070655866,0.3847419586060712,2239.477591199955,1.4736921979552153,2.737771778647989,0.009998724304044916,0.10016442808639127,5975.220766357682,1.8616142254775046E-6,1.3109186148106744,0.4319953135313288,14.097157032580277,14.099709875300348,14.112063590544007,0.7026340227420129,0.6878188235006789,0.7037714882268781,1,215,"[1.3384604415541155E-4]","[14.099709875300348]","[-1.4979778262442653]","[0.28832745364150814]","[0.962050775152608]","[normal]","[14.112063590544007]","[1100.0938709413028]","[1.2111034565629342]","[2.823128070655866]","[-3322449857710388419]","[5975.220766357682]","[0.6878188235006789]","[0.03113862963827205]","[0.7026340227420129]","[0.10016442808639127]","[0.009998724304044916]","[1.4736921979552153]","[2.737771778647989]","[0.3847419586060712]","[0.4818446104894205]","[CN]","[2239.477591199955]","[0.4319953135313288]","[0.7037714882268781]","[1.8616142254775046E-6]","[0.007325207745896805]","[5332.090236194714]","[1.3109186148106744]","[14.097157032580277]","[0.004911242628686095]","[0.2034543288926569]","[-1665200.6838842975]","[9862.033749443495]"
336,336,0.004707632883519128,9856.626964330566,5500.45548240019,0.4909299327896161,0.2325626537308655,0.8721835983961999,1.0306551906068668,normal,0.007105281093794132,0.029863560832527603,2.7674918969651494,0.3978327829351531,2636.2946684926183,1.418151722630217,2.981252222751011,0.00999851957411706,0.100000028598264,6530.740328589851,2.437418531747212E-6,1.230741694964474,0.356349474101747,14.097157032580277,14.107277028248731,14.114187699832435,0.7026340227420129,0.6996591933878221,0.7075682827289009,1,27,"[1.3496553339876832E-4]","[14.107277028248731]","[-1.553957327800226]","[0.2325626537308655]","[0.968021611677395]","[normal]","[14.114187699832435]","[1101.8272975229409]","[1.0306551906068668]","[2.7674918969651494]","[5022547853047368869]","[6530.740328589851]","[0.6996591933878221]","[0.029863560832527603]","[0.7026340227420129]","[0.100000028598264]","[0.00999851957411706]","[1.418151722630217]","[2.981252222751011]","[0.3978327829351531]","[0.4909299327896161]","[CN]","[2636.2946684926183]","[0.356349474101747]","[0.7075682827289009]","[2.437418531747212E-6]","[0.007105281093794132]","[5500.45548240019]","[1.230741694964474]","[14.097157032580277]","[0.004707632883519128]","[0.8721835983961999]","[-1665911.5599173554]","[9856.626964330566]"
336,336,0.004968732163391698,9822.121790477797,7504.70308523071,0.48884968749681046,0.31440896616205893,0.109098587408994,1.1948369971247068,normal,0.008666286165266542,0.00668997014545096,2.7796190730753194,0.4104337945060724,4219.1126112679,1.493025563068919,2.960915593144116,0.0099981729369515,0.10018897939290486,6800.750750496156,3.4752731859721787E-6,1.310034119267115,0.47186500550636185,14.097157032580277,14.098567365782202,14.110302188574813,0.7026340227420129,0.6731615723642895,0.6938026125647242,1,81,"[1.4505111184723042E-4]","[14.098567365782202]","[-1.4895880281910983]","[0.31440896616205893]","[0.9740007285510971]","[normal]","[14.110302188574813]","[1105.773371332129]","[1.1948369971247068]","[2.7796190730753194]","[5349824000020552080]","[6800.750750496156]","[0.6731615723642895]","[0.00668997014545096]","[0.7026340227420129]","[0.10018897939290486]","[0.0099981729369515]","[1.493025563068919]","[2.960915593144116]","[0.4104337945060724]","[0.48884968749681046]","[CN]","[4219.1126112679]","[0.47186500550636185]","[0.6938026125647242]","[3.4752731859721787E-6]","[0.008666286165266542]","[7504.70308523071]","[1.310034119267115]","[14.097157032580277]","[0.004968732163391698]","[0.109098587408994]","[-1344290.931818182]","[9822.121790477797]"
336,336,0.005379613897499816,9835.955566017432,6477.823117134726,0.4931418052464069,0.5994341561271308,0.6489872994890726,1.1563628756231323,normal,0.008622759030140242,0.038206710433996253,2.753511427583524,0.348339379079375,3689.459745902832,1.4213613584045413,2.894514183573537,0.009998747130276061,0.10006798696044955,6368.953655266145,4.31862807877667E-6,1.2657122785445976,0.5046670253890166,14.097157032580277,14.107870803265635,14.115578441713946,0.7026340227420129,0.7021744707748737,0.7102210429656327,3,6,"[1.4349692524726968E-4,1.4419956296404343E-4,1.446853928125767E-4]","[14.107870803265635,14.107870803265635,14.107870803265635]","[-1.6578653029572616,-1.4496735740348845,-1.9082698856642832]","[0.5994341561271308,0.5994341561271308,0.5994341561271308]","[0.9633852811239872,0.9633852811239872,0.9633852811239872]","[normal,normal,normal]","[14.115578458617348,14.115578441713946,14.115578436795454]","[1101.2357999455448,1101.2352767639736,1101.233694569188]","[1.1563628756231323,1.1563628756231323,1.1563628756231323]","[2.753511427583524,2.753511427583524,2.753511427583524]","[6801606028442964420,2364456275556764347,-4502764434249218949]","[6368.953655266145,6368.953655266145,6368.953655266145]","[0.7021744707748737,0.7021744707748737,0.7021744707748737]","[0.038206710433996253,0.038206710433996253,0.038206710433996253]","[0.7026340227420129,0.7026340227420129,0.7026340227420129]","[0.10006798696044955,0.10006798696044955,0.10006798696044955]","[0.009998747130276061,0.009998747130276061,0.009998747130276061]","[1.4213613584045413,1.4213613584045413,1.4213613584045413]","[2.894514183573537,2.894514183573537,2.894514183573537]","[0.348339379079375,0.348339379079375,0.348339379079375]","[0.4931418052464069,0.4931418052464069,0.4931418052464069]","[CN,CN,CN]","[3689.459745902832,3689.459745902832,3689.459745902832]","[0.5046670253890166,0.5046670253890166,0.5046670253890166]","[0.7102205910003452,0.7102232183662787,0.7102210429656327]","[4.31862807877667E-6,4.31862807877667E-6,4.31862807877667E-6]","[0.008622759030140242,0.008622759030140242,0.008622759030140242]","[6477.823117134726,6477.823117134726,6477.823117134726]","[1.2657122785445976,1.2657122785445976,1.2657122785445976]","[14.097157032580277,14.097157032580277,14.097157032580277]","[0.005379613897499816,0.005379613897499816,0.005379613897499816]","[0.6489872994890726,0.6489872994890726,0.6489872994890726]","[-1734934.2376033056,-1734934.2376033056,-1734934.2376033056]","[9835.955566017432,9835.955566017432,9835.955566017432]"
336,336,0.004572226529601626,9863.6364703342,5543.730953736482,0.4907160608708921,0.22068993894455233,0.877310320847101,1.0666014725275779,normal,0.00698554976446794,0.0332450175531117,2.768708506431968,0.3877584602789632,2680.176198676273,1.4204615358562593,2.9887501082301267,0.009998522415074925,0.10001035041907974,6496.944312640627,2.345816390040653E-6,1.2434920840051151,0.37326828777394444,14.097157032580277,14.107379379455326,14.113902114048672,0.7026340227420129,0.7004549057333103,0.7073408196416725,1,195,"[1.35452389861029E-4]","[14.107379379455326]","[-1.3350115230294435]","[0.22068993894455233]","[0.967466897706153]","[normal]","[14.113902114048672]","[1101.818041739979]","[1.0666014725275779]","[2.768708506431968]","[648838904694152027]","[6496.944312640627]","[0.7004549057333103]","[0.0332450175531117]","[0.7026340227420129]","[0.10001035041907974]","[0.009998522415074925]","[1.4204615358562593]","[2.9887501082301267]","[0.3877584602789632]","[0.4907160608708921]","[CN]","[2680.176198676273]","[0.37326828777394444]","[0.7073408196416725]","[2.345816390040653E-6]","[0.00698554976446794]","[5543.730953736482]","[1.2434920840051151]","[14.097157032580277]","[0.004572226529601626]","[0.877310320847101]","[-1690741.4442148763]","[9863.6364703342]"
336,336,0.00597308804011451,9822.793670591314,7504.70308523071,0.4817837182460145,0.4053980925934869,0.109098587408994,1.0553166861927743,normal,0.00774944082338685,0.007469277960738741,2.782176477654181,0.447163421511268,5139.97796489452,1.493303101674,2.961127378248038,0.009998345653680085,0.10024391973697483,5878.068647746222,4.109761556722539E-6,1.3470283267863066,0.44786946281227535,14.097157032580277,14.095290252611294,14.111541483103977,0.7026340227420129,0.6620374981499605,0.6929913785790919,1,124,"[1.5139410445185158E-4]","[14.095290252611294]","[-1.4131296353239444]","[0.4053980925934869]","[0.9756115992852981]","[normal]","[14.111541483103977]","[1107.870915151551]","[1.0553166861927743]","[2.782176477654181]","[-4923373172576090308]","[5878.068647746222]","[0.6620374981499605]","[0.007469277960738741]","[0.7026340227420129]","[0.10024391973697483]","[0.009998345653680085]","[1.493303101674]","[2.961127378248038]","[0.447163421511268]","[0.4817837182460145]","[CN]","[5139.97796489452]","[0.44786946281227535]","[0.6929913785790919]","[4.109761556722539E-6]","[0.00774944082338685]","[7504.70308523071]","[1.3470283267863066]","[14.097157032580277]","[0.00597308804011451]","[0.109098587408994]","[-1232717.2458677688]","[9822.793670591314]"
336,336,0.005473936452480904,9879.854045987591,5704.458769134006,0.49213519858225074,0.165274074542477,0.877310320847101,0.9536875240435729,normal,0.007306444617752505,0.028918128926317378,2.765576771666794,0.4063732180577174,3179.286245372943,1.40902786212214,2.9168288003172447,0.009998589445037039,0.1000713992398446,6618.477023149291,1.7118716971558267E-6,1.17551961756878,0.37897249873795363,14.097157032580277,14.107935935300857,14.115711866634893,0.7026340227420129,0.7002896136509446,0.709158543906053,2,43,"[1.3808177212378835E-4,1.372084815788473E-4]","[14.107935935300857,14.107935935300857]","[-1.2647333478118687,-1.4261043926337251]","[0.165274074542477,0.165274074542477]","[0.9671999952977302,0.9671999952977302]","[normal,normal]","[14.115711869907265,14.115711863362522]","[1101.7619334770889,1101.758937011299]","[0.9536875240435729,0.9536875240435729]","[2.765576771666794,2.765576771666794]","[6348698703106217491,2018321989808229887]","[6618.477023149291,6618.477023149291]","[0.7002896136509446,0.7002896136509446]","[0.028918128926317378,0.028918128926317378]","[0.7026340227420129,0.7026340227420129]","[0.1000713992398446,0.1000713992398446]","[0.009998589445037039,0.009998589445037039]","[1.40902786212214,1.40902786212214]","[2.9168288003172447,2.9168288003172447]","[0.4063732180577174,0.4063732180577174]","[0.49213519858225074,0.49213519858225074]","[CN,CN]","[3179.286245372943,3179.286245372943]","[0.37897249873795363,0.37897249873795363]","[0.7091589803231171,0.7091581074889891]","[1.7118716971558267E-6,1.7118716971558267E-6]","[0.007306444617752505,0.007306444617752505]","[5704.458769134006,5704.458769134006]","[1.17551961756878,1.17551961756878]","[14.097157032580277,14.097157032580277]","[0.005473936452480904,0.005473936452480904]","[0.877310320847101,0.877310320847101]","[-1634412.981404959,-1634412.981404959]","[9879.854045987591,9879.854045987591]"
336,336,0.005394086748424164,9824.987724091206,5221.038361957747,0.47838747819726835,0.308554053180757,0.3285184294224088,0.9800131944018389,normal,0.008633511075105795,0.020434433468181162,2.8074834877108095,0.3799320238548504,3195.898985119932,1.4472913350258694,2.955611737921977,0.009998457114515797,0.10009118898095612,7751.23505252642,3.8703173421883894E-7,1.2733127527747126,0.39360083027280257,14.097157032580277,14.105395721342019,14.114147011269822,0.7026340227420129,0.6938984502559546,0.704830656586539,1,64,"[1.406598430227466E-4]","[14.105395721342019]","[-1.369208884731394]","[0.308554053180757]","[0.9677778768859192]","[normal]","[14.114147011269822]","[1103.2672839843663]","[0.9800131944018389]","[2.8074834877108095]","[5365894104338272320]","[7751.23505252642]","[0.6938984502559546]","[0.020434433468181162]","[0.7026340227420129]","[0.10009118898095612]","[0.009998457114515797]","[1.4472913350258694]","[2.955611737921977]","[0.3799320238548504]","[0.47838747819726835]","[CN]","[3195.898985119932]","[0.39360083027280257]","[0.704830656586539]","[3.8703173421883894E-7]","[0.008633511075105795]","[5221.038361957747]","[1.2733127527747126]","[14.097157032580277]","[0.005394086748424164]","[0.3285184294224088]","[-1637374.9648760338]","[9824.987724091206]"
336,336,0.00382405286074533,9789.04307830831,5279.548960296318,0.4996439658799,0.3431014415473479,0.11736809418181143,0.882364911959983,normal,0.00686694354887202,0.00668997014545096,2.83151106308429,0.325242848903376,608.7906365542937,1.40902786212214,2.8679733704230923,0.009998816726935648,0.10013868867678212,8138.535827654914,1.6003185036906707E-6,1.3100721522449017,0.356349474101747,14.097157032580277,14.10987583183424,14.114281782455173,0.7026340227420129,0.7058091843552615,0.7107026296692132,1,264,"[1.1482841080030109E-4]","[14.10987583183424]","[-1.3169271261074]","[0.3431014415473479]","[0.9677721785892207]","[normal]","[14.114281782455173]","[1101.348473477021]","[0.882364911959983]","[2.83151106308429]","[-8875510153917201369]","[8138.535827654914]","[0.7058091843552615]","[0.00668997014545096]","[0.7026340227420129]","[0.10013868867678212]","[0.009998816726935648]","[1.40902786212214]","[2.8679733704230923]","[0.325242848903376]","[0.4996439658799]","[CN]","[608.7906365542937]","[0.356349474101747]","[0.7107026296692132]","[1.6003185036906707E-6]","[0.00686694354887202]","[5279.548960296318]","[1.3100721522449017]","[14.097157032580277]","[0.00382405286074533]","[0.11736809418181143]","[-1626745.6756198357]","[9789.04307830831]"
336,336,0.00382405286074533,9895.071576159773,4574.20968645122,0.493284206741217,0.165274074542477,0.82796589227347,1.0566924423628672,log-normal,0.007142477598714295,0.03202678111932124,2.816824129635953,0.41072155416480566,3792.8014148011207,1.4328200213207833,2.9843070393045306,0.009998615789860195,0.1000552481635436,6497.410511663582,2.5278518728575953E-6,1.2042795872351646,0.36216737385004016,14.097157032580277,14.104772112236114,14.11135158990758,0.7026340227420129,0.6956333211527698,0.7026002269772407,1,309,"[1.4123203238255303E-4]","[14.104772112236114]","[-1.7956018651130876]","[0.165274074542477]","[0.9684793672779607]","[log-normal]","[14.11135158990758]","[1102.4382879588397]","[1.0566924423628672]","[2.816824129635953]","[7257689417324565404]","[6497.410511663582]","[0.6956333211527698]","[0.03202678111932124]","[0.7026340227420129]","[0.1000552481635436]","[0.009998615789860195]","[1.4328200213207833]","[2.9843070393045306]","[0.41072155416480566]","[0.493284206741217]","[CN]","[3792.8014148011207]","[0.36216737385004016]","[0.7026002269772407]","[2.5278518728575953E-6]","[0.007142477598714295]","[4574.20968645122]","[1.2042795872351646]","[14.097157032580277]","[0.00382405286074533]","[0.82796589227347]","[-1660359.9566115702]","[9895.071576159773]"
